UID,growth_stage,label_quality
RjQ4iycC,1,1
hiNCAjn5,6,1
aImAUEzX,1,1
uU2x0nLG,6,1
U4al7Gyx,2,2
c5VbA7JQ,3,2
K4ZpSWus,4,2
iZatsyNY,7,1
lR54mGTZ,5,1
Jv4ldVtC,1,1
QqM9rGT7,4,2
OUZ9Bb0s,4,1
a1nfi7MZ,1,1
RGgjZu3V,1,1
R0ZqzLei,7,1
AsDPfEb2,7,1
r5FO27iL,2,1
CbwcEKYy,1,1
AHjX4fVc,7,1
oZmqsLMG,1,1
SaxousXA,3,2
pyoKbAeg,1,1
KDiuzXB9,5,1
NeX6rh3m,7,1
KbdvunES,1,1
p8GbsLdC,7,1
9RXBYpM2,7,1
REuHPTzU,5,1
YdsvD5uV,5,2
TEAt7vRC,3,2
azwT5KIy,1,1
mTZovI8w,5,1
rXyhtw7I,1,1
spotSuqy,5,1
IuNT9soj,1,1
27UZxVM9,1,1
HoTCQbfs,1,1
FPOG6RV5,7,1
BkqoW2VR,7,2
Oy8GCsJj,7,1
Hw5nLYWR,6,1
WY9VAi2S,7,1
a8oKgt69,4,2
b0GhQnK3,6,1
16wZHyJV,2,2
BiHULWR6,1,1
Cs3h7I2G,7,2
s1fTBLDc,2,2
aOt63ZdD,7,2
SvYsR6xP,7,2
fZTlBKHv,7,1
VsQbxUSK,1,1
Dj8w0oZt,6,1
3aVBXDeN,1,1
rzp7E4KB,1,1
hkUuVOK4,1,1
X3C0lt5Z,4,1
UeIudW42,7,1
HWeFQxIv,1,1
TbEs9Sn4,1,1
2oEXYHbM,1,1
ZQkg03Uy,1,1
aiUmNZx3,1,1
8LofsQN9,5,1
VEGyMwBA,4,2
rgF8avDJ,1,1
PFI7JLKn,4,2
dceBkPVt,2,1
5m6DNL0G,2,1
MgFsBTIb,7,1
fo6sdDXV,7,1
N5dMpK6B,4,2
upv0PNjw,7,1
ftVzhxd0,4,2
rOvS7WpU,3,2
sTJMQEky,1,1
s4NyAwCV,2,2
KI7liAXJ,4,1
yKDua94s,1,1
9H75G4r1,1,1
OKEkDm7Q,1,1
ARWTdGiq,3,2
8bw0Z7MC,3,2
mlBcQYXu,4,1
o6tMLqTK,1,1
JHfo8OUI,2,1
teATOmVy,7,1
OdF8utIC,1,1
law2VSn9,3,2
ql1enxNz,7,1
3vWrJl61,2,1
dSw3TZik,5,2
1Bol2njh,1,1
T8QtByFR,5,1
Nae2U9mn,7,1
IMwt7Epb,4,1
3TfvJA6Y,2,2
ju1WnZBV,5,1
W4Ca7eYB,7,1
RWZvIOTq,7,1
aQctoH5n,3,2
5sNWiSuP,5,1
AZ1lOQrR,2,1
8FMG12B6,3,2
BfEgJblH,2,2
EckBfvRT,5,2
og7is0Uv,4,2
jfJ5M2E8,7,2
jRUCKWHY,5,1
ZGQ71xFE,1,1
dxgE3hD1,1,1
M5kv9JGp,3,2
bh8rcDEn,5,1
ex0TXwiF,3,2
pMBt9OCU,1,1
t3iRs6jF,3,2
wcsD4Vh6,7,1
fS8UJBVc,6,1
96bVGRvM,1,1
bIHSWrUL,7,1
AK4O5qmR,1,1
bneyh5PB,4,1
M2h8DoQT,2,1
mDL1iJyc,4,1
WibEMBIx,5,1
9MiBUKQw,5,2
Zcam4nr1,2,1
PgRjBrCV,7,1
etZ3ChpS,2,1
3U21CehF,7,1
IfN7uMah,3,2
jUyNmGD8,1,1
qQSKBDC7,7,1
Ai5STpsF,1,1
aseORt39,5,1
d7J0SykY,4,1
V1xh3FtT,7,1
Pgy4X2jw,1,1
x9p3nV17,2,1
o4OiMavk,1,1
7tpDrmHe,5,2
GDBuCgyZ,7,1
iZlgw1mo,4,2
mMJ9pwF8,3,2
lbzUXugY,4,2
pBIZheUC,4,2
ki7wen1a,7,1
gAUzJchq,4,2
cRtdn7FZ,1,1
nhIPwGub,7,1
TaZUs20M,5,1
nJet3Bqh,1,1
6CWQirwc,5,1
jUPu2kGv,2,1
23jr9QFa,1,1
jCwxbPMN,2,1
KnHiQOWu,4,2
J26rpTdw,1,1
Di2nIRtE,1,1
f1irwpAj,1,1
GQkVW2AB,2,1
4FzxaVB8,4,2
5oShWxzK,5,1
3fZDJB4W,5,2
rXjH0Vak,7,1
RD2K3nQu,5,1
qSBMEzNf,7,1
jqc6aF2l,7,1
kaP7DhHw,1,1
ACrtiEWR,5,1
X8TlzCUj,4,1
NVmygwbs,7,1
4aWKQFdS,3,2
W5sVYaI9,1,1
tAikrXFQ,4,2
HiO8v5GA,1,1
vdX5iyLw,7,1
Fv2heLOi,1,1
CYD9ZPz6,4,2
siMtTUnG,1,1
aCyhoFgX,2,2
JHEx10sV,1,1
dN6tlnqp,6,1
j26woZym,1,1
zWCvsY21,1,1
Mp7ewNsa,5,1
0jo2cP3h,7,1
pZAHVbLy,4,2
9RQCgkqP,2,1
N1Ins0W4,7,1
iP6Us2G3,4,1
AcvpSbN2,7,1
mucICOiR,4,2
Rg9B5SdQ,1,1
nuwhMKFR,1,1
0aIuP5Sl,5,1
7eSuCjTw,7,1
3r1yFtNQ,1,1
irlmYu8A,1,1
gMWoZahu,4,2
cRBNf1XY,5,2
ox26lQAw,7,1
RlJi7sQ5,5,2
aSHzv2QN,4,2
qIEbnzZ6,4,2
QevFi1f7,2,1
DPO59hSH,1,1
JnUSPKdu,4,2
65ReM1Im,6,1
TPnMh4rI,2,2
y4xiA7tL,7,1
Dvkx0pwl,7,2
eGnI7HWT,5,1
GApbBYjq,2,1
oysVc6gZ,5,1
AahU9CvM,5,1
HGJqm1QU,5,1
ovuHm3lw,7,2
QmhsJSkr,1,1
bFuKJCx2,1,1
9M3oh10f,7,1
v50q6Ya4,4,2
Fw1nhGZi,1,1
WMw3a8FL,1,1
nipv5ER3,3,2
yU5RVgqo,7,1
oBlnTiIP,7,1
Ks28XcQA,1,1
MGszRE1D,2,2
jHEfVWbi,2,1
Zwb4uDgc,2,2
2fCSD1sM,4,2
mFYwZ4jA,1,1
k7fg2bxW,5,1
zM7P81ZO,2,1
YlVpNm6H,1,1
VtJqh3yw,4,2
JcsBvwkY,7,1
xtAofcnZ,2,1
jx1Nh0tF,7,1
HTOKuqRk,5,2
fEx5HjU3,1,1
EUa4tKAQ,5,1
L206zs7p,1,1
vajJrmMN,2,1
2ZSjzBik,6,1
AgNDVvpI,1,1
TcXx4VMB,1,1
k7CHb0O6,2,2
Ia4TklMU,7,1
SwfqGJ2a,7,1
52ij8sAL,4,2
QmzKdLA5,2,1
6jXyLoKZ,7,1
U6i8c1Ds,5,1
kR3GSq8f,7,1
uxEsPLnm,7,1
8TltKD5e,7,1
Qr0xpjaz,4,2
ATMrnpxR,7,1
MSE3dBD5,1,1
5W9BVuho,7,1
H6RP3UJZ,2,1
c0XZ8Ph5,5,1
lNoJUK9b,7,1
N8BsndQo,4,2
APzRJ0vS,7,1
zIkSKWlb,1,1
PGuOUZps,1,1
8OYRdFbU,2,2
fsOGK5H8,5,1
0FrQPnSV,4,2
Kh4cGeYu,7,1
ND2xpkAV,7,1
cLwig01r,1,1
39Tk1xOw,2,1
vDotMJgf,1,1
ePfApI8r,2,1
sYl73EWP,2,1
toG2IVAi,7,2
VYgFuZOe,5,1
2snfua4C,3,2
9QYhegFt,4,1
a8Tc60If,7,1
uo3ExWU4,7,1
oIeZyhxB,1,1
l5aMGruX,3,2
JqLoMeSR,3,2
N2eW4IsS,4,2
djRkzBvr,5,1
fhZJoEaT,7,2
qbVR4THn,2,1
ughxnjFU,4,1
m31iFN42,3,2
eV8l62Uh,7,1
RiyV4Sqc,7,2
IFzJbyCN,3,2
ilKjcmAb,5,1
4gbOWKio,2,1
oXmUArew,4,1
I1HuCNor,4,1
iAy8zI2Y,1,1
QZrnDqpu,1,1
cK3UHQv8,3,2
1DXUh8jV,7,1
FRHQDaeL,7,1
T1xaOkEl,1,1
5uU9gQWP,1,1
wmD7Pljk,4,2
NoROMxai,2,1
ymHDF2Cq,4,1
ueglJaN0,4,2
2uN791vB,1,1
sZ9lNtqE,3,2
sG9pef1y,4,1
1u2UXpAh,4,2
gwf3Zane,7,1
qgXSiT9b,6,1
Vpufo3bB,7,1
rzloZ34b,7,1
hSYmH1pr,1,1
noM50v4C,7,1
zkd8w3jE,2,1
vtWFCp67,1,1
3gbVvRua,7,1
79Xhmrn5,3,2
hqoaM1R4,4,2
5uVDN7ow,5,1
L89Pwp6H,2,1
6gYpA0r8,2,2
AoK9p3Of,7,2
NrDGLyCn,7,1
0FTJXb8q,1,1
r9VOgWPe,1,1
vgEVWIlH,1,1
yxshYjWV,4,2
uLXS4rVk,4,2
Dj0M3o6u,4,1
X2WVaUZm,4,2
caF7hmLU,3,2
B4AGFgEl,1,1
Yj2nyHBu,7,1
W94g6ujv,7,1
10rilJvL,2,2
rPewjLEy,7,1
qN9VmRke,2,1
lOiuNW3g,1,1
3ionXmTJ,1,1
knN3puvP,6,1
faL9K53Z,5,1
XsMHTO2N,7,1
49AcV7gu,5,1
C6720IJA,7,1
L5evWBsV,2,1
vf2HcJG9,3,2
yYORNjTX,5,2
BfDxJFkn,2,1
BVzNnoxd,5,1
1JNSsHt5,5,1
0HUDuKO4,1,1
7Taw9UM6,7,1
8HONWzM0,2,1
jxzBMkl0,1,1
uCpwTXY3,4,1
dhj8BaSe,7,2
R2BZwkt3,7,2
QVIz9St0,7,2
m7cQbsNf,7,1
LhACb07m,4,2
MpKqTRQi,2,2
f05iQs9S,5,1
QpDV9cOw,6,1
s20WROow,3,2
kWbTXocC,4,2
jWZUBIAl,5,1
iRlgzu1a,2,2
CqBJWkr8,5,1
2TRsIwHq,1,1
L14JtQMa,1,1
Lst5e2qF,7,1
txLO0W62,4,2
oeAETOV5,2,1
umfYk9Wd,1,1
RExrXoWD,5,1
LFK0S8JV,1,1
vtU0al9D,4,1
eaYEwunD,5,1
cIf3zHV1,4,2
oTwcvhZC,1,1
xEFJ6Hdt,1,1
Yc3guIOT,1,1
Ojx0MIvm,5,1
eohKjSqg,1,1
aYws8I5N,1,1
KSCtz10a,1,1
YimGWPDp,7,1
iKf53kpe,5,1
y3p5BwHL,4,2
sPtpX5Fd,4,1
MOJIVgc6,5,1
HS2Y0DcO,5,1
ExVu4qT8,2,2
VAR3pJDw,6,1
p3oBDb0v,7,1
kn5j8MIJ,5,2
12h7QnzE,1,1
S20jCLhb,2,1
lOPy9cJS,7,1
Clhyk8s5,1,1
6E9A3aYT,1,1
RBOf8Scl,2,1
ivK60P2c,6,1
JxACeVHt,7,1
CGdcDUy4,2,1
v7ziDbcM,7,1
YTF10azK,2,2
FxY3B1c7,7,1
xCa7Nkl5,1,1
fUOCvh4j,1,1
dAkIogx8,7,1
i8Wv5lYM,2,1
oP9K8gCA,5,1
BIiuat3H,7,1
OSbWafns,7,1
jD8BlTkY,1,1
FcwTek0t,7,1
KbfPTcVu,3,2
0kHntL1W,7,1
xB4DXzcH,1,1
0wdRELzp,5,1
ImAnJDEV,7,1
0wcoKTxR,4,2
Ns9SK5Qt,1,1
nkKjmqHQ,1,1
GgxYXZpV,1,1
flbq4zyY,1,1
5TtKrYEu,5,1
PQEdsVcU,1,1
vFZfU45G,3,2
GXdo29pV,1,1
J9r4Qj2w,2,1
urmOq4Wn,1,1
mnrbhe4B,4,2
T4DjO7sa,2,1
G3S4pKci,7,1
upF3OMnC,3,2
zIjP2DeX,2,1
0V3KBTvW,7,1
ILAOq9Np,7,1
hJmaltcz,7,2
bM9L7VjE,1,1
W7zk8t6B,1,1
g5P83q9m,4,2
xV76wHhB,5,1
eHRu1hP6,2,1
dIOVf4rp,1,1
fvdtYw2l,7,1
SXld2Yo6,1,1
Y4OSylas,5,2
DM2BLUzl,2,2
nWZhQb27,7,1
5nOK438m,1,1
w5LDesld,4,2
hVwnPiTo,4,2
47XJoaCM,1,1
CBoZDrOV,2,1
2TtxvXCV,4,2
RP1SJitn,4,2
wg4buoQk,1,1
PqxX6hYU,7,1
kUWYZwR1,6,1
M2PvmwTW,3,2
8EGOFnRv,4,2
tLDlhKu4,7,1
AguBdXj4,1,1
MSxpbQ3P,7,1
qfTSVU0b,1,1
DOszlmUG,2,1
FUK98dvY,1,1
N6My7oqP,4,2
8CFniLJH,2,2
HrAmgVMF,3,2
vbsD6iIK,6,1
GXchOSoW,4,2
dpWN08Xn,5,1
nO4dtHkU,1,1
xwhGVvtC,4,2
0CQn8cgG,7,2
HeFtKj0w,1,1
BQ8NVeuy,7,1
Jo8U4pVC,4,1
eM3OaGqk,4,2
0NuW9EIc,5,1
ETeXlCPN,1,1
e3W6hk5f,7,2
HvZkhwmD,5,1
1zYlOvrD,1,1
xoE3QUHS,3,2
D6vx3kAp,4,2
wIRgoJ9V,3,2
F1qJouSD,6,1
qFHvmlL4,7,1
SxZtPAR9,4,2
J32FnEIl,2,2
EvXPGc6R,4,2
R6SAVxOs,5,1
xqZlRu9c,7,1
gtbEHk0s,2,1
hL3aOCGT,4,1
qY6lyrnb,5,1
5AU2I0FS,5,1
nJFz41C5,5,1
o0vDJbV3,5,2
p7jFJXrI,2,2
WQh9eUYE,6,1
NZSbfI2e,1,1
vu84odFX,1,1
UXguJnt5,1,1
v1H8pMyb,2,2
Y5wmcn9s,7,1
8Ks3Pz4B,4,2
KLdxtfWN,1,1
a2RrPUeT,4,2
nqp8ocIa,3,2
rlH1fmkg,6,1
h3EaVkOc,7,1
hwl7T6RK,5,2
o8zIWABR,1,1
2d4WyFVM,4,1
hR31SC5g,2,2
Hu7Dfe9a,7,1
xhceI1aZ,1,1
Hr0x6AwF,2,1
Hv6wC8dn,5,1
9b7FYduN,2,1
8cWwezCy,7,1
rqXB2xwL,1,1
ze3IrHvX,4,2
Cm4efTaR,7,1
rFmnTaso,4,2
dCoqkp4N,4,1
KwlCrLHj,2,2
83kuZfT1,1,1
5nDwlFd2,7,1
KMwalN0C,7,1
FHfC5rEd,7,1
Cz1L70lG,1,1
9vX1fZMt,1,1
HyX9jbRr,1,1
BDbc76Un,4,2
RfPvloKc,2,1
62JOyboi,4,1
MxiJV9SE,2,2
wyuA7HkL,4,2
3tvGrfMU,7,1
KNEtimQj,7,1
vBHmhlfV,1,1
yGYuZA94,7,1
X5gedTqy,1,1
VpFNaB6Y,7,1
am7YOE4y,4,1
ndJKfMz8,4,1
rE2B5TS1,2,1
Hnz9aZBR,1,1
9ajXKtYs,1,1
TkBENMlx,3,2
uiTRxznd,5,1
o9inFw6R,7,2
TX3iv7HY,1,1
82qjpMG3,1,1
xUIZyriA,7,1
sykJaL31,1,1
MWAa7Cx0,1,1
2q1IPJZz,5,1
eGrbpYwP,7,1
gpKVvo9w,1,1
y64scYx9,7,1
oIvpmrSH,1,1
A2pUhct5,1,1
l1p6znrW,7,1
3L0hCNyp,1,1
t6M8DUwZ,4,1
Ga1Qygvh,2,1
luv21qGi,7,1
NEdbKApe,5,1
KteVcbuE,1,1
YXmZ2uOI,1,1
FrVcYEU1,4,1
u0my38C4,4,2
XbUsB2m0,3,2
Q7FPsEH9,5,1
Botkwq8U,6,1
NvZVq28d,1,1
R84PhqiW,1,1
1eMalOFx,3,2
L3ok5C8p,1,1
CspJznav,1,1
kdC2u4fb,2,2
vEaV6jCp,2,1
4BSZ1tis,3,2
RzeKpAH1,1,1
BGnJdMc3,5,2
sZlmFVb9,4,2
to46mu9q,4,2
8RiDMdTZ,3,2
zhApWT2r,7,1
2W1Sbukq,2,1
uTi6nFkw,2,2
4O9faElr,2,2
CPGk0Aqc,7,2
mQ18C75o,4,1
JUqNn5tX,1,1
qPj3rEBw,7,1
JUsR0Eev,1,1
jKpQiZnT,4,2
qfYlyU8v,5,1
fEc8ntrv,1,1
KyXNETRC,1,1
vX1GA7Tx,7,1
DvSxgWcp,7,1
xMILAfP2,3,2
hCOFaogQ,4,2
Bj6oxtsP,5,1
m0xOiPw6,3,2
tGqKFm92,3,2
S5TLtAcY,4,1
b7qEPsNi,5,1
FSbDcG3i,3,2
q2l61b7g,2,1
SUqncdPJ,7,1
gMRId2Gq,1,1
vkUXOctF,4,1
msfLqzeT,5,1
5kYj0L7m,4,2
4Ll7zBWC,1,1
zyhAaesg,1,1
Q60FX4Vl,2,1
091epTlY,1,1
fs5mJY40,4,1
yO7uHkFh,7,2
WyiSYVj6,4,2
p4YPuJX3,4,2
2dGsBTDb,7,1
IToUAS6F,4,1
yAEz8RDF,7,2
Nm3pjAaY,3,2
p9wtSNK3,6,1
ewzMlNFT,4,1
2BQ9LTfY,5,1
DYy5RLud,7,1
1SRNAL2y,7,2
hbpGow5N,4,2
m4NtP1Mn,2,1
SJusBtIO,3,2
tj4qpCfb,1,1
SGNu83dJ,7,1
b1KaEZBp,4,2
QnGFH9fj,7,1
8wFguPkc,2,1
9WOSfIaN,7,1
RBhTjnCg,5,1
uToEmgBv,1,1
2uDqhJnG,2,1
HXyTsFUt,7,1
y2dNuJG5,5,1
dXPCMLAQ,5,1
EN6R5xaO,5,2
quMTd1rj,1,1
Za1tgjKl,7,1
12elmShw,4,2
lOTXHAIh,4,2
Dn1N4twb,6,1
iBvzf1dS,5,1
t3KzNLZE,4,2
PhxE6fYc,1,1
B1iZO2Fq,1,1
nIbWYyk6,2,2
MsBFkWY4,4,2
HNzVuU5d,1,1
N1AGB9ma,7,1
0d8jBfYm,1,1
bD3IycCz,1,1
jnwKqfPa,5,1
c7brXkef,7,1
J5lzTryF,1,1
vWOEQJ3w,3,2
0YFgCzGD,1,1
3sdWOrVX,1,1
JDyAFN28,1,1
QJEbH4jr,5,1
ekVPhvdc,1,1
HAsQR8GE,2,1
GbohzTNk,3,2
xChqmtc5,1,1
Kc8AyQJE,4,2
mJFBjKxE,3,2
4MiK8EuS,5,1
tucRqS4J,4,1
JzudHQEw,1,1
KR8tMonT,5,1
NRPy1c89,3,2
nI2m87rc,5,1
9Y5J3qOm,1,1
YmqEatAL,6,1
KfirOBNH,1,1
knGWv5Za,2,1
cvVF53TZ,4,1
QeYr9i8R,7,1
cBiU41wP,1,1
NRxcE8vp,7,1
oYieDlk7,4,2
rwWvxhRA,5,1
TMa5h721,5,1
pX5ZoPFi,4,1
Ofh3JdEV,1,1
1nGA27eg,1,1
brRqBa91,2,1
OyEqYbZP,1,1
I3StjFJa,1,1
lezpGta5,2,2
eQdCjWiL,7,1
AsEmOwxZ,1,1
x7CH4ELA,1,1
EkLc7vDB,3,2
Nfu2spqZ,1,1
wUdgp1Sv,7,1
ICAKzVLF,2,2
NErIZBbY,4,2
ZTI48YfP,7,1
DmCjVHuO,6,1
Sg3xX5Lt,3,2
bjGeaBsX,5,2
92hiXq0c,4,2
94etOwZl,7,2
S9YUE7cl,1,1
fRASB9x3,3,2
hWJ1kYRz,3,2
f1kywmTp,5,1
XmD3k8v7,1,1
TPtW7GK2,1,1
XArjCvIx,2,1
tY0hz8ei,3,2
hH6CbKDA,1,1
EaXmMC2U,3,2
MRyUmBbH,2,1
kcPi2gYN,7,1
rXaow1V4,1,1
zBpjhaTD,3,2
xJL31HMs,7,2
b1xXPIo8,1,1
v3QpTakE,7,1
Sp8Ghxiw,3,2
PSpF5K4X,7,1
PXgTWCOZ,4,2
g0eH4vBZ,4,1
ia5cZj7w,7,1
GdEVNfRI,6,1
81LkO5IQ,3,2
4kuRS8D6,4,2
vAxdPJ04,4,2
k6HnE8rt,5,1
Cd4jyfV3,7,2
8uQgGjet,7,1
Oc72SjGe,5,1
qF3Ll2U9,1,1
RgHxZ1iX,6,1
yWANJals,7,1
7mtLocwY,4,2
UM1NycG6,1,1
b6yRtw03,2,1
Euw2jihl,7,1
kdC7aX0H,1,1
cTbOuWq7,3,2
sp0Z41EC,5,1
vPtGTdpy,1,1
n6TrYBNt,2,1
YCVbPDTl,7,1
FNLkg1H2,7,1
vy2SsDtP,4,2
2sfbyG78,1,1
ave3WYtK,1,1
TlIwUPAk,1,1
6Iu1qZji,1,1
ovBPHElk,2,2
6ioYzTBy,1,1
eR14GkEv,7,2
VOihPE06,2,2
n0m6hcIb,2,2
kDy1WrMt,4,1
1MiHxQwe,5,1
vt87rMeI,2,1
9CHPUd1K,5,1
Xv04BpD3,7,1
HRZVpPUa,7,1
P4p9ZKfW,1,1
xqOh4KNc,1,1
tWlBnUfE,4,1
pDKC3EIQ,7,1
6qwyTUMo,5,1
Za0sUfV2,7,1
OXd6DAqo,2,2
SMLuCFvH,2,1
ycXUAvd6,6,1
B4X1r72P,7,1
e1zR7A4k,4,2
JHBc0laI,3,2
6Raum38h,7,2
gaK02WtP,3,2
bLAG6lqM,4,2
6nARjoZk,5,1
CJHxs0dR,4,2
ZIBbD1di,2,1
4i80WlCY,2,2
yj7xzQb6,1,1
VC0pwZ3Q,7,1
GitYe6Dq,1,1
CeHWaNks,4,1
6tfh40Ro,4,2
jFQCdoGe,7,1
kJTf70gG,2,1
BNiOsUlH,1,1
pkNzflHB,1,1
2wrJEjHU,1,1
16cygJOI,7,1
VSBTGfci,4,2
JgMlySEn,7,1
CgHzMTqI,1,1
93Ft1Ajf,3,2
7m3qVkwN,1,1
E01cbMg5,2,2
nZ5w7viU,1,1
eCDK81d2,2,1
9NnVQWFG,7,1
AEjx5Mba,1,1
tqcznuCm,2,1
NsOAtjGP,2,2
5eikjby3,1,1
23P1Hzaj,1,1
0qnAmilp,1,1
xUqaX81Q,3,2
6khy2riw,7,1
bCm1krcU,1,1
G5sjQ7CF,7,1
TRjVgNWw,4,2
nMklvWmO,4,2
buahWS30,4,2
EPt8VLpg,7,1
Xs04DTm6,1,1
F6X5gqmy,2,1
CJ96evrK,7,1
IPAotb8E,2,2
QYMcFt3o,1,1
EXT3h6bN,2,1
YOWvs7DH,1,1
nPeru1kl,7,1
vEr7gw0u,2,1
54vVNxHS,2,1
a4LmO9Yi,1,1
RX2Z97OA,7,2
RT5xrVW2,1,1
L24U1WkJ,7,1
KIMXwWDP,1,1
HMRzf8kc,4,2
25dLNJjR,6,1
QEXv0On1,1,1
zlaMgLJE,6,1
hcJvFYo2,1,1
s91LUk3i,6,1
1bFP4T2Q,7,1
QwT1lgUh,4,2
cRb6Sw5i,1,1
nB2zxM3e,4,2
Ggvflr5X,4,2
TbsiIXcq,7,1
mJ68bUfW,2,1
FNMvCYAJ,2,2
IPzY5J6G,4,1
M07dzkhq,7,1
1fx0TUXW,4,2
sdk4AXoC,5,1
Lmc6CREp,5,2
ug1QaWNw,7,1
j7woKEir,2,1
D9v5gwac,5,2
lJNZT5rO,7,1
dmxHoXD3,1,1
XmSoFEpz,1,1
1MbSk7mx,2,1
rjZat79W,1,1
h54dS7Fp,5,1
yXQg2tjY,5,1
QJceDx5E,2,1
J2Vp6SnI,2,1
X0jQf8si,4,2
mRJwEbTU,1,1
DNLqzxcA,3,2
zHegi8aq,5,1
BV3qO2UG,2,1
kG3LNRUs,2,1
Imt1sQJX,2,2
XVTawZWK,4,1
rqikzlwX,7,2
iKNnk0gC,5,1
zWhYjCiT,5,1
5Lze0q8W,1,1
Me8biNz2,7,1
GS6En3sp,4,2
vP3RdsKM,4,2
rxslmZqY,1,1
qb4fwZoK,2,1
F8slIYvg,7,1
CGfaN7TK,7,1
5p9u1DkT,5,1
I6zXv4l8,4,2
5Q0pU84K,2,1
iWqgZbuI,7,2
haQFZ5mr,4,2
TFuYdBlG,7,1
eBK2dE4F,7,1
V865RKxW,4,1
nDHVIaX2,4,2
5B4z1RZ9,7,1
2dzlVwEn,2,1
TjtzBUg0,7,1
mMltRxUZ,2,2
N8doaRMc,4,2
ZOgm6zj8,7,1
bKZJGyhe,7,1
Ir8Go2uw,7,1
SAg6b0FP,3,2
F2gYXk5W,7,1
ZOXobkYN,1,1
DIzeCp2P,4,1
bKgvyqjB,1,1
kIgxiSOu,4,2
Ho9Iv10m,6,1
Mw76ZBrG,7,1
5WrphDwO,4,2
osqMDJGd,2,1
lk0xHMsV,2,1
tCaMDJ6w,5,1
hpmkA97I,2,1
DWXw8mcR,3,2
SfQY6zuh,7,1
4Gym26HM,7,1
u2rimcpf,2,2
wboJi13V,5,1
ZsgXS086,1,1
UijcnZXf,6,1
gNOvy90a,4,2
Ezb4Me15,3,2
Lb93EUYq,4,2
wmzv6JqZ,7,1
ytWYgV1a,7,2
BgbjGWFy,2,2
OIsGUJXM,5,1
8DSU1aL7,5,2
CaledKw8,1,1
AzxNW9V8,7,2
T2OjPgoa,4,2
flQ52KYx,4,2
IFOeo78E,2,2
A8pvyq4L,2,2
dyElACfZ,1,1
dYEeL9ON,7,1
fumB49bJ,2,1
hIsZ97Ku,1,1
lVonFTcu,7,1
oiTjbGP8,5,1
1mKUS48N,1,1
YGUHhpni,4,1
Ju7Qwk18,7,1
oPxVyv5A,2,1
OCxD4zM3,4,2
vPn1RpEo,3,2
Uy8zQ53B,6,1
QONpedrC,7,2
V3WZqu0E,3,2
wEL3Ac2J,4,2
HbrOa25d,1,1
9SaLhq62,7,1
K1ENC7uo,2,1
Nz2UcHPR,2,2
UiR5fwEn,4,2
H6jcSteK,2,2
bOYFZgMe,4,2
18kbBroS,2,1
Nu5zVJ0j,5,1
dpSGzhXD,3,2
7Ncgb6z3,3,2
aHCvzYOJ,1,1
nPOvpx8q,6,1
7yloZpRO,1,1
6PRod0GI,1,1
8gD0yiTd,5,1
qIZpSvrt,3,2
0M3EWHJr,1,1
PgmkMrfA,4,2
NLjkWzsf,1,1
N2PLOkY9,7,1
ySK2gFOo,1,1
WtHT4oeq,3,2
zoemRvj0,7,1
ugyJpwHR,7,2
EJ3huIHj,1,1
kfdM4VHT,1,1
D7NjkQSJ,7,1
GbBioQWO,5,2
jDYchMHE,1,1
JtHGXY4r,1,1
GTUVBCJd,1,1
fM8BZzuO,4,2
iOVCd1Dz,3,2
EcPQVj24,1,1
4MpPZ1xn,1,1
0rSsDotm,1,1
Ucag02Zx,7,1
zdIvQw57,1,1
dWMnwTbN,5,1
7wsduvPM,2,1
7vscEra3,7,1
zOQ78BvW,7,1
SgoG1OdH,4,2
HyXI6rkB,4,2
E7pTYULc,1,1
nvPkyI65,1,1
qKVzW4yU,1,1
GbyZIco7,6,1
h5Vo9ciz,5,1
CO6o2Bq4,7,1
E7yGNzp4,7,1
xA3SwWk4,7,2
WjDBmT2e,2,1
KewTUoAJ,1,1
4j6ZoYgx,1,1
5Ph20F7d,1,1
4vGrM3lx,2,1
zE4pqyUV,3,2
vudFLxao,5,1
SxzD4G2R,6,1
5qYAicHT,7,1
LBWu8c20,1,1
IKmFPnl4,7,1
TfseitAW,7,1
2nmkNRgL,1,1
zmWnqwj8,2,2
2Lxk0Nr6,7,2
IOWbdSmu,7,1
hHGCzfwX,4,2
bNJ9SFQs,7,1
fz0M7B2k,1,1
RJZ0y7Ar,2,2
JusvK5ex,3,2
ohjBqFKV,2,1
b3uS4HcB,1,1
1Coqxkfi,5,1
3rwb0idT,5,1
Z9ke4Dj5,5,2
5t7RTFfU,7,1
lTSUKaiD,1,1
JOjXMVN3,5,1
BIPaXOe1,7,1
Q8nBD2l9,6,1
st24HXzl,3,2
aEJSbjAI,4,2
58OrYilH,1,1
80NhsgY5,1,1
Fh7wRsNP,1,1
bCNj2u3T,7,1
VRDi867E,1,1
OQjlg7TM,5,1
2Ud4CByN,4,2
RvMhkXfD,4,2
lHsqnC9i,4,2
BYeVFhfi,3,2
qvkryph5,7,1
OeUq8IT5,1,1
mpt6QyLO,2,1
TM3HgEfx,1,1
KcWGhs8a,3,2
8cwzLxKy,1,1
BsYOEGIj,7,1
KQfmyT7a,7,1
KfIL8YMA,6,1
xd1OSvJo,4,2
R8W6eQAd,4,1
g0WSAbco,1,1
aCfqs0IZ,1,1
R8PhUaKG,7,1
MzZHsNBd,2,2
UtkGIWdw,2,1
JbzF1o7f,5,1
ChI6UyYi,7,1
ByCkITLJ,4,2
DxTqK1z9,3,2
gx2ajkUO,1,1
